success,trial_type,trial_index,time_elapsed,internal_node_id,STUDY_ID,PROLIFIC_PID,SESSION_ID,FP,bonus,draw_light,correct_response,test_part,RT,response,correct,rt,responses
,p5card,75,233360,0.0-5.0-0.35,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1730.0,f,1.0,,
,p5feedback,76,234162,0.0-5.0-1.35,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,77,238393,0.0-5.0-0.36,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,2089.0,j,1.0,,
,p5feedback,78,238872,0.0-5.0-1.36,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,79,242343,0.0-5.0-0.37,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1302.0,j,0.0,,
,p5feedback,80,242816,0.0-5.0-1.37,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,81,246043,0.0-5.0-0.38,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1066.0,j,1.0,,
,p5feedback,82,246697,0.0-5.0-1.38,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,83,250909,0.0-5.0-0.39,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,2054.0,j,0.0,,
,p5feedback,84,251382,0.0-5.0-1.39,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,85,255177,0.0-5.0-0.40,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1616.0,f,1.0,,
,p5feedback,86,255747,0.0-5.0-1.40,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,87,259042,0.0-5.0-0.41,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1144.0,f,0.0,,
,p5feedback,88,259640,0.0-5.0-1.41,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,89,263108,0.0-5.0-0.42,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1305.0,j,0.0,,
,p5feedback,90,263768,0.0-5.0-1.42,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,91,266360,0.0-5.0-0.43,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,437.0,j,1.0,,
,p5feedback,92,266896,0.0-5.0-1.43,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,93,270526,0.0-5.0-0.44,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1473.0,f,1.0,,
,p5feedback,94,270984,0.0-5.0-1.44,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,95,274426,0.0-5.0-0.45,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1292.0,j,1.0,,
,p5feedback,96,274898,0.0-5.0-1.45,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,97,278093,0.0-5.0-0.46,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1033.0,j,1.0,,
,p5feedback,98,278672,0.0-5.0-1.46,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,99,282243,0.0-5.0-0.47,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1170.0,j,0.0,,
,p5feedback,100,283184,0.0-5.0-1.47,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,101,288160,0.0-5.0-0.48,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,2815.0,f,1.0,,
,p5feedback,102,288720,0.0-5.0-1.48,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,103,291875,0.0-5.0-0.49,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,994.0,f,0.0,,
,p5feedback,104,292530,0.0-5.0-1.49,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,105,296725,0.0-5.0-0.50,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,2045.0,f,0.0,,
,p5feedback,106,297224,0.0-5.0-1.50,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,107,301092,0.0-5.0-0.51,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1439.0,j,0.0,,
,p5feedback,108,301584,0.0-5.0-1.51,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,109,305742,0.0-5.0-0.52,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1975.0,f,1.0,,
,p5feedback,110,306287,0.0-5.0-1.52,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,111,309809,0.0-5.0-0.53,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1367.0,j,1.0,,
,p5feedback,112,310329,0.0-5.0-1.53,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,113,314426,0.0-5.0-0.54,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1957.0,j,1.0,,
,p5feedback,114,314947,0.0-5.0-1.54,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,115,318242,0.0-5.0-0.55,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1151.0,j,0.0,,
,p5feedback,116,319040,0.0-5.0-1.55,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,117,322643,0.0-5.0-0.56,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1445.0,f,1.0,,
,p5feedback,118,323147,0.0-5.0-1.56,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,119,326592,0.0-5.0-0.57,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1291.0,j,1.0,,
,p5feedback,120,327563,0.0-5.0-1.57,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,121,330792,0.0-5.0-0.58,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1089.0,j,0.0,,
,p5feedback,122,332329,0.0-5.0-1.58,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,123,336743,0.0-5.0-0.59,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,2262.0,j,1.0,,
,p5feedback,124,337416,0.0-5.0-1.59,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,125,342309,0.0-5.0-0.60,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,2739.0,f,1.0,,
,p5feedback,126,342967,0.0-5.0-1.60,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,127,347109,0.0-5.0-0.61,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1986.0,j,1.0,,
,p5feedback,128,347764,0.0-5.0-1.61,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,129,352225,0.0-5.0-0.62,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,2302.0,f,1.0,,
,p5feedback,130,352895,0.0-5.0-1.62,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,131,356992,0.0-5.0-0.63,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1937.0,j,1.0,,
,p5feedback,132,357762,0.0-5.0-1.63,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,133,361693,0.0-5.0-0.64,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1764.0,j,1.0,,
,p5feedback,134,362255,0.0-5.0-1.64,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,135,365842,0.0-5.0-0.65,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1401.0,f,1.0,,
,p5feedback,136,366488,0.0-5.0-1.65,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,137,370143,0.0-5.0-0.66,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1484.0,f,1.0,,
,p5feedback,138,370672,0.0-5.0-1.66,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,139,374409,0.0-5.0-0.67,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1574.0,j,1.0,,
,p5feedback,140,374880,0.0-5.0-1.67,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,141,378292,0.0-5.0-0.68,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1268.0,j,1.0,,
,p5feedback,142,379224,0.0-5.0-1.68,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,143,382658,0.0-5.0-0.69,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1243.0,f,1.0,,
,p5feedback,144,383780,0.0-5.0-1.69,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,145,387408,0.0-5.0-0.70,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1470.0,j,1.0,,
,p5feedback,146,388000,0.0-5.0-1.70,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,147,391759,0.0-5.0-0.71,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1602.0,f,1.0,,
,p5feedback,148,392520,0.0-5.0-1.71,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,149,395842,0.0-5.0-0.72,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1157.0,j,1.0,,
,p5feedback,150,396448,0.0-5.0-1.72,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,151,399826,0.0-5.0-0.73,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1216.0,f,1.0,,
,p5feedback,152,400464,0.0-5.0-1.73,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,153,403892,0.0-5.0-0.74,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1280.0,f,1.0,,
,p5feedback,154,404367,0.0-5.0-1.74,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,155,408192,0.0-5.0-0.75,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1671.0,j,1.0,,
,p5feedback,156,408547,0.0-5.0-1.75,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,157,411926,0.0-5.0-0.76,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1223.0,j,1.0,,
,p5feedback,158,412320,0.0-5.0-1.76,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,159,415692,0.0-5.0-0.77,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1195.0,f,1.0,,
,p5feedback,160,416580,0.0-5.0-1.77,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,161,420625,0.0-5.0-0.78,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1885.0,f,1.0,,
,p5feedback,162,421180,0.0-5.0-1.78,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,163,424475,0.0-5.0-0.79,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1146.0,j,1.0,,
,p5feedback,164,425200,0.0-5.0-1.79,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,165,428792,0.0-5.0-0.80,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1187.0,f,1.0,,
,p5feedback,166,429488,0.0-5.0-1.80,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,167,433125,0.0-5.0-0.81,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1475.0,j,1.0,,
,p5feedback,168,433672,0.0-5.0-1.81,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,169,437309,0.0-5.0-0.82,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1476.0,j,1.0,,
,p5feedback,170,437832,0.0-5.0-1.82,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,171,441175,0.0-5.0-0.83,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1190.0,f,1.0,,
,p5feedback,172,441763,0.0-5.0-1.83,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,173,445975,0.0-5.0-0.84,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,2049.0,f,1.0,,
,p5feedback,174,446504,0.0-5.0-1.84,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,175,449959,0.0-5.0-0.85,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1289.0,j,1.0,,
,p5feedback,176,450784,0.0-5.0-1.85,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,177,454342,0.0-5.0-0.86,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1398.0,j,1.0,,
,p5feedback,178,455088,0.0-5.0-1.86,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,179,458925,0.0-5.0-0.87,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,1423.0,f,1.0,,
,p5feedback,180,459713,0.0-5.0-1.87,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,181,464909,0.0-5.0-0.88,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,0.0,f,test,3042.0,f,1.0,,
,p5feedback,182,465784,0.0-5.0-1.88,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,p5card,183,469609,0.0-5.0-0.89,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,1.0,j,test,1664.0,j,1.0,,
,p5feedback,184,470736,0.0-5.0-1.89,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
,survey-text,185,605288,0.0-6.0,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,134549.0,"{""best_guess"":"" If any of the pics has steam/smoke coming out of any of the objects then it will stay white, if no steam/smoke at all then will become red. Noticed it about halfway but first bit i messed up with the keystrokes and/or looked at the wrong object (just house)""}"
,survey-text,186,678770,0.0-7.0,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,73479.0,"{""worker_comments"":""It was actually a fun test to take. I also loved that it showed the number of picture i was on""}"
,p5Text,187,688763,0.0-8.0,5eff7cd152e3fd04e8afe0dc,5dd3d958e0b21b3c73310c95,5f0024ef036ba212a6ad2db0,False,0.64,,,,,,,,
1.0,fullscreen,0,4311,0.0-0.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5Text,1,12996,0.0-1.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5Text,2,21589,0.0-2.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5Text,3,35801,0.0-3.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5Text,4,42490,0.0-4.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,5,50147,0.0-5.0-0.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,4668.959999980871,f,0.0,,
,p5feedback,6,53002,0.0-5.0-1.0,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,7,59295,0.0-5.0-0.1,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,0.0,f,test,3514.504999970086,j,0.0,,
,p5feedback,8,60276,0.0-5.0-1.1,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,9,66080,0.0-5.0-0.2,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,0.0,f,test,,,,,
,p5feedback,10,67937,0.0-5.0-1.2,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,11,72263,0.0-5.0-0.3,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,1635.7999999891035,f,0.0,,
,p5feedback,12,73492,0.0-5.0-1.3,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,13,78932,0.0-5.0-0.4,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,0.0,f,test,2596.209999988787,j,0.0,,
,p5feedback,14,79691,0.0-5.0-1.4,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,15,84263,0.0-5.0-0.5,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,1902.8050000197254,j,1.0,,
,p5feedback,16,85475,0.0-5.0-1.5,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,17,90011,0.0-5.0-0.6,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,0.0,f,test,1954.6350000309758,f,1.0,,
,p5feedback,18,92309,0.0-5.0-1.6,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,19,98380,0.0-5.0-0.7,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,3489.735000010114,j,1.0,,
,p5feedback,20,99371,0.0-5.0-1.7,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,21,103213,0.0-5.0-0.8,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,1155.5700000026263,f,0.0,,
,p5feedback,22,105598,0.0-5.0-1.8,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,23,110461,0.0-5.0-0.9,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,0.0,f,test,2102.0400000270456,j,0.0,,
,p5feedback,24,111616,0.0-5.0-1.9,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,,,,,,,,
,p5card,25,116696,0.0-5.0-0.10,5eff7cd152e3fd04e8afe0dc,5e86fd4f3f064032f960efe0,5f0024f0d2fab6126220461b,True,0.44,1.0,j,test,1956.4750000135973,f,0.0,,
